city_town,ward,precinct,Biden/ Harris,Trump/ Pence,Jorgensen/ Cohen,Hawkins/ Walker,All Others,No Preference,Blanks,Total Votes Cast
Lexington,-,9,1849,379,23,21,17,0,17,2306
Leyden,-,1,330,155,11,4,2,0,1,503
Lincoln,-,1,2139,354,32,15,19,0,17,2576
Lincoln,-,2,1354,329,19,6,4,0,12,1724
Littleton,-,1,1588,752,59,7,22,0,7,2435
Littleton,-,2,1453,673,39,6,10,0,18,2199
Littleton,-,3,1438,555,53,11,25,0,6,2088
Longmeadow,-,A,1425,649,27,4,12,0,9,2126
Longmeadow,-,B,1263,604,29,6,8,0,18,1928
Longmeadow,-,C,1378,794,34,14,11,0,17,2248
Longmeadow,-,D,1241,730,30,2,11,0,12,2026
Longmeadow,-,E,1372,716,23,6,6,0,5,2128
Lowell,1,1,718,253,9,8,2,0,10,1000
Lowell,1,2,1264,827,20,7,6,0,21,2145
Lowell,1,3,1161,630,24,12,17,0,8,1852
Lowell,2,1,385,85,9,2,1,0,3,485
Lowell,2,2,697,210,11,5,3,0,17,943
Lowell,2,3,1336,221,24,24,3,0,17,1625
Lowell,3,1,748,338,13,3,2,0,11,1115
Lowell,3,2,626,274,15,9,1,0,9,934
Lowell,3,3,634,283,12,12,2,0,4,947
Lowell,4,1,803,394,11,5,3,0,0,1216
Lowell,4,2,525,214,1,5,2,0,6,753
Lowell,4,3,661,259,9,5,1,0,6,941
Lowell,5,1,706,350,24,11,0,0,6,1097
Lowell,5,2,596,288,5,4,2,0,7,902
Lowell,5,3,719,502,18,10,5,0,7,1261
Lowell,6,1,952,596,17,8,3,0,20,1596
Lowell,6,2,1029,581,29,7,1,0,9,1656
Lowell,6,3,888,582,10,7,5,0,15,1507
Lowell,7,1,573,221,7,5,1,0,6,813
Lowell,7,2,717,230,12,4,1,0,10,974
Lowell,7,3,413,242,5,2,1,0,8,671
Lowell,8,1,792,313,17,4,1,0,11,1138
Lowell,8,2,847,484,7,8,3,0,6,1355
Lowell,8,3,1113,621,18,5,5,0,14,1776
Lowell,9,1,734,370,11,5,4,0,7,1131
Lowell,9,2,900,464,23,8,2,0,8,1405
Lowell,9,3,797,405,21,10,0,0,13,1246
Lowell,10,1,708,349,9,5,4,0,9,1084
Lowell,10,2,570,201,11,4,0,0,6,792
Lowell,10,3,442,183,9,1,2,0,2,639
Lowell,11,1,819,425,14,8,5,0,5,1276
Lowell,11,2,823,547,25,6,2,0,4,1407
Lowell,11,3,848,404,16,10,6,0,16,1300
Ludlow,-,1,968,996,25,14,5,0,12,2020
Ludlow,-,2,776,648,12,8,12,0,14,1470
Ludlow,-,3,942,1276,22,9,10,0,12,2271
Ludlow,-,4,945,908,25,10,0,0,10,1898
Ludlow,-,5,717,746,22,8,4,0,6,1503
Ludlow,-,6,1119,1121,21,8,7,0,15,2291
Lunenburg,-,A,1014,735,39,12,13,0,10,1823
Lunenburg,-,B,955,670,32,9,10,0,6,1682
Lunenburg,-,C,1078,857,29,10,10,0,6,1990
Lunenburg,-,D,980,674,42,12,11,0,10,1729
Lynn,1,1,1060,853,14,7,13,0,13,1960
Lynn,1,2,1238,807,35,14,11,0,18,2123
Lynn,1,3,1116,612,12,9,7,0,11,1767
Lynn,1,4,1150,494,18,17,9,0,14,1702
Lynn,2,1,1225,725,20,8,10,0,14,2002
Lynn,2,2,902,300,10,5,3,0,9,1229
Lynn,2,3,726,184,2,7,1,0,5,925
Lynn,2,4,648,193,11,4,1,0,1,858
Lynn,3,1,1001,479,16,11,3,0,3,1513
Lynn,3,2,910,316,10,6,6,0,4,1252
Lynn,3,3,910,354,19,10,5,0,10,1308
Lynn,3,4,1107,333,16,8,7,0,27,1498
Lynn,4,1,532,132,7,5,3,0,7,686
Lynn,4,2,602,177,6,5,6,0,4,800
Lynn,4,3,777,288,12,8,5,0,6,1096
Lynn,4,4,1058,349,16,9,4,0,13,1449
Lynn,5,1,958,368,18,7,2,0,10,1363
Lynn,5,2,541,152,7,3,3,0,8,714
Lynn,5,3,581,169,1,0,1,0,6,758
Lynn,5,4,1028,416,9,7,4,0,16,1480
Lynn,6,1,707,225,13,7,10,0,7,969
Lynn,6,2,503,190,6,8,1,0,3,711
Lynn,6,3,710,293,6,4,4,0,8,1025
Lynn,6,4,671,251,6,4,1,0,5,938
Lynn,7,1,1268,582,21,16,4,0,13,1904
Lynn,7,2,1071,461,11,12,5,0,3,1563
Lynn,7,3,758,335,5,5,2,0,9,1114
Lynn,7,4,904,387,16,3,7,0,2,1319
Lynnfield,-,1,1106,953,21,9,12,0,11,2112
Lynnfield,-,2,1157,966,15,6,12,0,22,2178
Lynnfield,-,3,939,937,20,14,10,0,6,1926
Lynnfield,-,4,1011,1113,33,3,8,0,16,2184
Malden,1,1,1086,223,11,9,3,0,11,1343
Malden,1,2,1186,412,16,12,8,0,7,1641
Malden,2,1,997,317,9,3,3,0,13,1342
Malden,2,2,1041,475,12,8,4,0,10,1550
Malden,3,1,1392,358,22,9,10,0,11,1802
Malden,3,2,1470,469,30,14,8,0,15,2006
Malden,4,1,1060,241,16,10,4,0,8,1339
Malden,4,2,961,214,18,10,4,0,5,1212
Malden,5,1,1246,318,19,11,8,0,6,1608
Malden,5,2,1559,545,25,9,10,0,7,2155
Malden,6,1,1322,475,8,4,4,0,6,1819
Malden,6,2,1183,411,20,10,6,0,9,1639
Malden,7,1,1047,238,9,4,1,0,10,1309
Malden,7,2,1045,385,9,11,5,0,2,1457
Malden,8,1,1237,521,19,10,6,0,10,1803
Malden,8,2,1279,424,11,7,7,0,4,1732
Manchester-by-the-Sea,-,1,2712,1014,53,14,26,0,22,3841
Mansfield,-,1,1429,996,33,11,11,0,22,2502
Mansfield,-,2,1538,941,37,14,13,0,11,2554
Mansfield,-,3,1557,951,41,6,17,0,22,2594
Mansfield,-,4,1514,845,33,10,12,0,18,2432
Mansfield,-,5,1439,728,42,14,12,0,14,2249
Mansfield,-,6,1547,688,36,11,11,0,13,2306
Marblehead,-,1,1800,620,33,6,16,0,13,2488
Marblehead,-,2,1777,597,30,10,16,0,26,2456
Marblehead,-,3,1554,589,24,9,16,0,20,2212
Marblehead,-,4,1702,668,29,10,25,0,17,2451
Marblehead,-,5,1615,667,28,4,13,0,16,2343
Marblehead,-,6,1680,649,32,8,7,0,17,2393
Marion,-,1,2369,1244,52,11,20,0,21,3717
Marlborough,1,1,866,380,14,5,6,0,5,1276
Marlborough,1,2,1229,573,20,5,14,0,20,1861
Marlborough,2,1,962,508,23,7,6,0,8,1514
Marlborough,2,2,878,374,21,5,1,0,13,1292
Marlborough,3,1,679,339,19,10,2,0,10,1059
Marlborough,3,2,1305,568,18,13,8,0,19,1931
Marlborough,4,1,565,306,11,3,7,0,3,895
Marlborough,4,2,1062,535,19,7,11,0,23,1657
Marlborough,5,1,640,292,11,3,3,0,4,953
Marlborough,5,2,1018,466,22,12,12,0,10,1540
Marlborough,6,1,703,347,14,5,3,0,4,1076
Marlborough,6,2,1060,601,34,8,9,0,13,1725
Marlborough,7,1,845,430,10,4,6,0,7,1302
Marlborough,7,2,798,381,14,3,5,0,11,1212
Marshfield,-,1,1402,1082,26,12,0,0,20,2542
Marshfield,-,2,1345,1067,44,12,0,0,27,2495
Marshfield,-,3,1315,1046,31,11,0,0,23,2426
Marshfield,-,4,1359,1044,34,11,0,0,25,2473
Marshfield,-,5,1252,945,39,9,0,0,27,2272
Marshfield,-,6,1540,1197,30,17,1,0,30,2815
Marshfield,-,7,1458,1117,29,7,0,0,26,2637
Mashpee,-,1,1436,847,18,6,5,0,25,2337
Mashpee,-,2,1121,792,34,6,10,0,15,1978
Mashpee,-,3,942,683,25,7,5,0,12,1674
Mashpee,-,4,1155,700,26,15,3,0,19,1918
Mashpee,-,5,1328,1064,19,7,9,0,23,2450
Mattapoisett,-,1,2730,1888,53,18,8,0,44,4741
Maynard,-,1,1247,435,31,15,9,0,4,1741
Maynard,-,2,1221,379,18,7,6,0,5,1636
Maynard,-,3,1346,452,19,13,11,0,5,1846
Maynard,-,4,1128,406,21,9,13,0,3,1580
Medfield,-,1,1486,625,35,7,0,0,36,2189
Medfield,-,2,1471,541,39,4,0,0,52,2107
Medfield,-,3,1405,625,41,3,0,0,76,2150
Medfield,-,4,1306,583,33,7,0,0,111,2040
Medford,1,1,1342,506,14,15,12,0,24,1913
Medford,1,2,1431,528,17,13,10,0,26,2025
Medford,2,1,1345,630,24,14,6,0,35,2054
Medford,2,2,1479,729,17,9,13,0,20,2267
Medford,3,1,1416,655,15,15,10,0,28,2139
Medford,3,2,1608,682,26,11,16,0,26,2369
Medford,4,1,866,156,3,12,8,0,14,1059
Medford,4,2,1678,423,21,23,3,0,30,2178
Medford,5,1,1652,352,29,26,7,0,23,2089
Medford,5,2,1359,277,15,15,2,0,17,1685
Medford,6,1,2001,368,21,8,25,0,20,2443
Medford,6,2,1605,488,19,7,13,0,23,2155
Medford,7,1,1007,264,11,3,0,0,15,1300
Medford,7,2,1652,480,27,8,11,0,21,2199
Medford,8,1,1676,540,18,15,9,0,23,2281
Medford,8,2,1378,488,17,14,5,0,19,1921
Medway,-,1,1194,732,30,10,21,0,17,2004
Medway,-,2,1289,755,33,13,16,0,13,2119
Medway,-,3,1333,724,53,13,12,0,13,2148
Medway,-,4,1340,793,39,7,9,0,16,2204
Melrose,1,1,1010,273,16,5,6,0,2,1312
Melrose,1,2,940,282,14,7,12,0,11,1266
Melrose,2,1,957,407,10,5,11,0,13,1403
Melrose,2,2,854,360,15,3,2,0,3,1237
Melrose,3,1,953,283,9,3,10,0,6,1264
Melrose,3,2,859,315,15,1,3,0,7,1200
Melrose,4,1,932,270,15,4,7,0,2,1230
Melrose,4,2,951,478,14,7,11,0,15,1476
Melrose,5,1,1120,290,10,8,13,0,6,1447
Melrose,5,2,959,254,16,6,4,0,6,1245
Melrose,6,1,959,328,15,3,9,0,10,1324
Melrose,6,2,872,428,15,5,13,0,4,1337
Melrose,7,1,908,311,17,10,7,0,5,1258
Melrose,7,2,939,367,16,4,6,0,7,1339
Mendon,-,1,2067,1774,73,25,5,0,50,3994
Merrimac,-,1,1304,810,41,7,12,0,20,2194
Merrimac,-,2,1245,915,30,10,17,0,10,2227
Methuen,-,1,1132,834,22,7,8,0,12,2015
Methuen,-,2,886,333,7,6,4,0,17,1253
Methuen,-,3,1178,875,13,12,4,0,22,2104
Methuen,-,4,1166,762,21,17,10,0,14,1990
Methuen,-,5,1104,700,23,10,7,0,11,1855
Methuen,-,6,1196,780,9,12,5,0,15,2017
Methuen,-,7,1292,1058,23,3,6,0,13,2395
Methuen,-,8,1263,1372,30,7,11,0,18,2701
Methuen,-,9,1192,1195,24,13,9,0,19,2452
Methuen,-,10,1270,790,24,7,7,0,8,2106
Methuen,-,11,1339,1230,32,8,13,0,9,2631
Methuen,-,12,1310,1198,28,9,13,0,19,2577
Middleborough,-,1,1348,1444,37,8,9,0,19,2865
Middleborough,-,2,1104,984,49,10,9,0,8,2164
Middleborough,-,3,1016,1259,30,11,9,0,9,2334
Middleborough,-,4,907,931,40,12,10,0,11,1911
Middleborough,-,5,1048,1392,51,14,12,0,9,2526
Middleborough,-,6,901,1154,35,16,7,0,10,2123
Middlefield,-,1,199,124,9,1,1,0,1,335
Middleton,-,1,1405,1399,39,9,12,0,27,2891
Middleton,-,2,1359,1567,38,12,18,0,20,3014
Milford,-,1,692,427,18,7,2,0,3,1149
Milford,-,2,1016,655,23,8,8,0,10,1720
Milford,-,3,1030,746,21,12,15,0,10,1834
Milford,-,4,774,520,11,8,4,0,6,1323
Milford,-,5,1479,955,26,13,17,0,22,2512
Milford,-,6,1132,674,25,8,9,0,8,1856
Milford,-,7,1294,869,31,9,11,0,23,2237
Milford,-,8,1283,698,29,13,8,0,14,2045
Millbury,-,1,1010,944,32,7,5,0,17,2015
Millbury,-,2,1114,1073,36,14,7,0,15,2259
Millbury,-,3,1007,898,46,15,7,0,12,1985
Millbury,-,4,1065,824,35,17,6,0,7,1954
Millis,-,1,1161,631,20,9,9,0,4,1834
Millis,-,2,1109,661,42,11,9,0,19,1851
Millis,-,3,1232,709,19,13,4,0,15,1992
Millville,-,1,821,976,37,7,7,0,8,1856
Milton,-,1,1516,254,19,3,8,0,5,1805
Milton,-,2,1551,261,14,2,11,0,12,1851
Milton,-,3,1444,444,26,0,12,0,14,1940
Milton,-,4,1460,354,19,4,5,0,10,1852
Milton,-,5,1132,353,16,3,9,0,19,1532
Milton,-,6,1213,643,25,7,15,0,13,1916
Milton,-,7,1083,562,13,4,14,0,13,1689
Milton,-,8,1197,654,19,8,22,0,21,1921
Milton,-,9,1212,735,13,9,22,0,15,2006
Milton,-,10,1054,181,14,5,10,0,8,1272
Monroe,-,1,28,31,1,0,0,0,0,60
Monson,-,A,791,871,22,12,7,0,10,1713
Monson,-,B,815,851,38,7,2,0,9,1722
Monson,-,C,840,866,37,12,4,0,11,1770
Montague,-,1,846,178,11,13,5,0,3,1056
Montague,-,2,521,272,24,12,8,0,3,840
Montague,-,3,554,211,14,3,2,0,6,790
Montague,-,4,590,231,14,7,3,0,7,852
Montague,-,5,480,128,8,12,3,0,3,634
Montague,-,6,529,191,15,9,4,0,5,753
Monterey,-,1,481,102,6,2,1,0,4,596
Montgomery,-,1,246,312,4,1,1,0,1,565
Mount Washington,-,1,102,16,1,4,2,0,3,128
Nahant,-,1,1629,842,30,7,16,0,9,2533
Nantucket,-,1,5241,1914,81,41,29,0,32,7338
Natick,-,1,1106,299,13,7,2,0,11,1438
Natick,-,2,1744,534,28,18,12,0,26,2362
Natick,-,3,1615,552,28,8,20,0,11,2234
Natick,-,4,1580,476,40,5,8,0,23,2132
Natick,-,5,1569,564,25,11,9,0,14,2192
Natick,-,6,1566,542,22,7,10,0,19,2166
Natick,-,7,1763,444,15,5,27,0,17,2271
Natick,-,8,1744,535,28,7,9,0,21,2344
Natick,-,9,1661,434,24,7,18,0,10,2154
Natick,-,10,1982,591,31,12,19,0,14,2649
Needham,-,A,1309,440,28,11,12,0,16,1816
Needham,-,B,1524,449,30,5,20,0,18,2046
Needham,-,C,1491,383,17,1,17,0,11,1920
Needham,-,D,1542,409,21,8,19,0,14,2013
Needham,-,E,1609,432,32,5,21,0,13,2112
Needham,-,F,1528,379,13,8,9,0,14,1951
Needham,-,G,1521,370,28,10,16,0,19,1964
Needham,-,H,1638,465,28,4,20,0,14,2169
Needham,-,I,1693,314,19,4,19,0,14,2063
Needham,-,J,1718,437,19,6,12,0,17,2209
New Ashford,-,1,98,48,4,1,0,0,4,155
New Bedford,1,A,818,658,11,10,6,0,13,1516
New Bedford,1,B,682,586,16,7,0,0,9,1300
New Bedford,1,C,639,555,10,4,2,0,4,1214
New Bedford,1,D,706,662,13,8,1,0,5,1395
New Bedford,1,E,701,517,13,4,2,0,8,1245
New Bedford,1,F,433,584,10,1,3,0,6,1037
New Bedford,2,A,213,118,5,4,4,0,0,344
New Bedford,2,B,494,303,9,5,2,0,2,815
New Bedford,2,C,395,270,10,7,3,0,0,685
New Bedford,2,D,424,353,12,5,3,0,6,803
New Bedford,2,E,574,473,11,4,3,0,5,1070
New Bedford,2,F,583,432,15,6,1,0,5,1042
New Bedford,3,A,400,174,8,6,5,0,5,598
New Bedford,3,B,457,207,6,3,1,0,5,679
New Bedford,3,C,401,237,6,2,2,0,10,658
New Bedford,3,D,510,320,5,6,1,0,9,851
New Bedford,3,E,768,494,16,5,3,0,5,1291
New Bedford,3,F,766,424,8,4,1,0,11,1214
New Bedford,4,A,476,164,6,3,0,0,4,653
New Bedford,4,B,865,294,7,4,6,0,5,1181
New Bedford,4,C,814,255,15,9,1,0,9,1103
New Bedford,4,D,648,248,5,9,5,0,5,920
New Bedford,4,E,597,313,17,4,3,0,7,941
New Bedford,4,F,652,259,9,5,3,0,3,931
New Bedford,5,A,490,255,5,5,2,0,3,760
New Bedford,5,B,776,301,8,8,5,0,5,1103
New Bedford,5,C,552,375,3,4,7,0,5,946
New Bedford,5,D,893,345,17,12,5,0,5,1277
New Bedford,5,E,943,528,16,9,7,0,8,1511
New Bedford,5,F,904,510,13,6,3,0,9,1445
New Bedford,6,A,662,455,10,4,1,0,9,1141
New Bedford,6,B,586,455,7,5,3,0,3,1059
New Bedford,6,C,300,144,5,3,0,0,3,455
New Bedford,6,D,268,181,8,2,1,0,5,465
New Bedford,6,E,381,238,11,7,3,0,4,644
New Bedford,6,F,496,277,8,4,0,0,8,793
New Braintree,-,1,319,337,9,4,2,0,5,676
New Marlborough,-,1,678,264,13,4,0,0,7,966
New Salem,-,1,419,237,8,12,5,0,0,681
Newbury,-,1,1631,817,44,11,8,0,9,2520
Newbury,-,2,1507,937,46,12,12,0,7,2521
Newburyport,1,1,1246,329,24,6,0,0,30,1635
Newburyport,2,1,1666,395,31,8,0,0,26,2126
Newburyport,3,1,1640,487,24,9,0,0,26,2186
Newburyport,4,1,1758,560,29,6,0,0,28,2381
Newburyport,5,1,1246,630,34,11,0,0,31,1952
Newburyport,6,1,1353,661,28,12,0,0,40,2094
Newburyport,1,P,315,191,8,1,0,0,8,523
Newton,1,1,1079,390,15,7,10,0,10,1511
Newton,1,2,1298,198,13,9,6,0,4,1528
Newton,1,3,1408,177,20,7,16,0,6,1634
Newton,1,4,1117,435,14,9,17,0,17,1609
Newton,2,1,1324,294,18,12,7,0,6,1661
Newton,2,2,925,180,12,7,11,0,8,1143
Newton,2,3,1566,232,14,5,12,0,9,1838
Newton,2,4,1550,209,18,6,13,0,10,1806
Newton,3,1,1399,295,19,4,14,0,12,1743
Newton,3,2,1510,193,15,4,8,0,9,1739
Newton,3,3,1299,390,14,2,6,0,6,1717
Newton,3,4,1268,391,15,10,9,0,12,1705
Newton,4,1,1290,283,21,10,7,0,8,1619
Newton,4,2,1232,175,11,7,2,0,7,1434
Newton,4,3,882,181,11,5,7,0,7,1093
Newton,4,4,1193,334,15,9,9,0,8,1568
Newton,5,1,1234,268,18,6,9,0,8,1543
Newton,5,2,1386,197,14,9,4,0,8,1618
Newton,5,3,1686,224,13,7,11,0,10,1951
Newton,5,4,1612,203,20,6,11,0,5,1857
Newton,6,1,1194,305,20,4,7,0,14,1544
Newton,6,2,1430,179,11,9,3,0,7,1639
Newton,6,3,1565,169,9,11,10,0,2,1766
Newton,6,4,1661,204,18,10,11,0,8,1912
Newton,7,1,1191,234,31,9,10,0,9,1484
Newton,7,2,1595,256,18,6,16,0,9,1900
Newton,7,3,439,80,8,1,5,0,2,535
Newton,7,4,685,134,7,3,8,0,5,842
Newton,8,1,1388,478,26,5,12,0,17,1926
Newton,8,2,1325,412,17,1,19,0,17,1791
Newton,8,3,1354,370,17,8,9,0,12,1770
Newton,8,4,822,287,17,6,9,0,4,1145
Norfolk,-,1,874,584,28,2,12,0,15,1515
Norfolk,-,2,1751,1080,43,16,17,0,21,2928
Norfolk,-,3,1475,906,35,5,25,0,15,2461
N. Adams,1,1,932,388,11,6,0,0,12,1349
N. Adams,2,2,848,288,14,6,0,0,10,1166
N. Adams,3,3,678,216,10,15,0,0,9,928
N. Adams,4,4,957,390,16,7,0,0,14,1384
N. Adams,5,5,801,318,21,10,0,0,9,1159
N. Andover,-,1,1248,759,29,9,9,0,15,2069
N. Andover,-,2,1373,838,39,12,20,0,16,2298
N. Andover,-,3,1331,766,22,10,13,0,9,2151
N. Andover,-,4,1691,915,25,5,14,0,15,2665
N. Andover,-,5,988,537,16,3,9,0,10,1563
N. Andover,-,6,1459,942,30,7,23,0,20,2481
N. Andover,-,7,1516,817,31,14,25,0,14,2417
N. Andover,-,8,1416,974,52,5,20,0,11,2478
N. Attleborough,-,1,958,600,16,14,4,0,8,1600
N. Attleborough,-,2,1113,797,34,8,4,0,10,1966
N. Attleborough,-,3,1070,874,38,16,4,0,20,2022
N. Attleborough,-,4,978,602,21,6,4,0,5,1616
N. Attleborough,-,5,1003,760,21,15,7,0,13,1819
N. Attleborough,-,6,1232,800,46,13,9,0,15,2115
N. Attleborough,-,7,1188,900,24,6,16,0,12,2146
N. Attleborough,-,8,1126,851,33,8,7,0,12,2037
N. Attleborough,-,9,1056,866,29,10,4,0,14,1979
N. Brookfield,-,1,1181,1459,54,10,11,0,16,2731
N. Reading,-,1,1412,1124,36,9,17,0,14,2612
N. Reading,-,2,1398,937,34,5,16,0,21,2411
N. Reading,-,3,1371,1012,35,6,11,0,20,2455
N. Reading,-,4,1404,1043,35,15,10,0,22,2529
Northampton,1,A,955,102,15,17,4,0,8,1101
Northampton,1,B,1339,137,11,21,6,0,8,1522
Northampton,2,A,1209,57,8,10,4,0,2,1290
Northampton,2,B,825,47,9,2,3,0,2,888
Northampton,3,A,1247,107,10,27,8,0,4,1403
Northampton,3,B,1166,109,16,28,7,0,9,1335
Northampton,4,A,908,62,5,18,8,0,6,1007
Northampton,4,B,1116,93,7,10,10,0,3,1239
Northampton,5,A,1035,142,6,9,6,0,3,1201
Northampton,5,B,1125,116,6,12,2,0,4,1265
Northampton,6,A,1049,270,12,10,4,0,8,1353
Northampton,6,B,1259,230,18,11,6,0,15,1539
Northampton,7,A,1241,168,10,16,4,0,10,1449
Northampton,7,B,1175,215,13,8,4,0,9,1424
Northborough,-,1,1643,728,30,15,22,0,11,2449
Northborough,-,2,1577,701,46,18,11,0,11,2364
Northborough,-,3,1638,702,41,8,20,0,19,2428
Northborough,-,4,1618,782,49,10,28,0,18,2505
Northbridge,-,1,1178,1040,44,14,9,0,10,2295
Northbridge,-,2,1209,1041,54,7,7,0,26,2344
Northbridge,-,3,1006,898,39,15,7,0,13,1978
Northbridge,-,4,1327,1265,43,12,13,0,27,2687
Northfield,-,1,1211,592,37,8,7,0,14,1869
Norton,-,1,1290,1077,44,13,15,0,16,2455
Norton,-,2,1273,1038,30,16,16,0,9,2382
Norton,-,3,1232,933,45,12,8,0,7,2237
Norton,-,4,1400,1070,49,15,15,0,16,2565
Norton,-,5,723,617,25,9,9,0,5,1388
Norwell,-,1,1357,966,36,7,20,0,26,2412
Norwell,-,2,1479,1039,31,7,16,0,15,2587
Norwell,-,3,1455,915,26,4,28,0,19,2447
Norwood,-,1,1446,728,28,9,12,0,10,2233
Norwood,-,2,1267,592,31,12,15,0,7,1924
Norwood,-,3,1318,627,32,12,9,0,6,2004
Norwood,-,4,1349,728,26,9,16,0,14,2142
Norwood,-,5,1105,407,27,5,4,0,7,1555
Norwood,-,6,953,525,16,9,7,0,10,1520
Norwood,-,7,1268,701,23,11,15,0,16,2034
Norwood,-,8,1301,697,24,8,14,0,7,2051
Norwood,-,9,1205,819,21,8,14,0,12,2079
Oak Bluffs,-,1,2420,730,32,20,7,0,16,3225
Oakham,-,1,554,664,29,7,3,0,5,1262
Orange,-,1,902,907,28,24,4,0,7,1872
Orange,-,2,1082,792,41,11,9,0,9,1944
Orleans,-,1,3288,1458,56,15,25,0,43,4885
Otis,-,1,550,441,14,6,3,0,3,1017
Oxford,-,1,945,955,34,17,11,0,9,1971
Oxford,-,2,876,928,31,9,8,0,4,1856
Oxford,-,3,964,978,38,8,7,0,9,2004
Oxford,-,4,808,904,39,10,4,0,11,1776
Palmer,-,1,768,797,19,7,8,0,2,1601
Palmer,-,1A,109,107,4,0,0,0,0,220
Palmer,-,2,802,923,24,6,8,0,6,1769
Palmer,-,3,750,594,26,14,1,0,6,1391
Palmer,-,4,679,819,29,5,4,0,6,1542
Paxton,-,1,1625,1268,41,12,16,0,13,2975
Peabody,1,1,1020,672,17,7,9,0,9,1734
Peabody,1,2,994,834,22,5,7,0,14,1876
Peabody,1,3,1108,954,23,2,8,0,11,2106
Peabody,2,1,893,380,9,1,9,0,3,1295
Peabody,2,2,799,408,13,6,4,0,3,1233
Peabody,2,3,859,611,29,10,5,0,6,1520
Peabody,3,1,679,352,18,6,2,0,4,1061
Peabody,3,2,799,521,11,4,4,0,16,1355
Peabody,3,3,881,636,19,8,3,0,10,1557
Peabody,4,1,963,654,24,7,5,0,8,1661
Peabody,4,2,913,643,17,5,5,0,14,1597
Peabody,4,3,516,396,4,3,2,0,6,927
Peabody,4,3A,1069,344,3,1,8,0,10,1435
Peabody,5,1,994,867,18,6,6,0,9,1900
Peabody,5,2,733,748,14,5,7,0,8,1515
Peabody,5,3,948,764,21,9,6,0,10,1758
Peabody,6,1,893,1002,20,5,9,0,5,1934
Peabody,6,2,908,969,18,3,9,0,9,1916
Peabody,6,3,891,949,13,3,9,0,16,1881
Pelham,-,1,819,89,8,7,2,0,5,930
Pembroke,-,1,1329,1135,38,16,16,0,13,2547
Pembroke,-,2,1145,1021,27,11,11,0,14,2229
Pembroke,-,3,1244,1029,42,20,17,0,16,2368
Pembroke,-,4,1238,1083,36,16,17,0,9,2399
Pembroke,-,5,1218,995,24,10,15,0,13,2275
Pepperell,-,1,1298,1099,50,12,13,0,19,2491
Pepperell,-,2,1361,1083,51,15,20,0,13,2543
Pepperell,-,3,1210,1023,45,11,16,0,13,2318
Peru,-,1,299,216,14,2,2,0,2,535
Petersham,-,1,528,321,17,4,2,0,8,880
Phillipston,-,1,465,607,20,2,0,0,9,1103
Pittsfield,1,A,944,312,18,7,1,0,3,1285
Pittsfield,1,B,1161,397,15,19,5,0,2,1599
Pittsfield,2,A,706,184,12,10,2,0,6,920
Pittsfield,2,B,1269,377,20,7,4,0,6,1683
Pittsfield,3,A,1412,376,18,11,11,0,2,1830
Pittsfield,3,B,1448,420,32,10,5,0,2,1917
Pittsfield,4,A,1411,394,25,13,4,0,9,1856
Pittsfield,4,B,1534,557,19,11,8,0,10,2139
Pittsfield,5,A,1198,301,22,10,7,0,8,1546
Pittsfield,5,B,1207,454,31,12,6,0,8,1718
Pittsfield,6,A,1261,333,19,18,5,0,8,1644
Pittsfield,6,B,889,235,12,12,2,0,6,1156
Pittsfield,7,A,750,274,12,14,3,0,2,1055
Pittsfield,7,B,1214,403,35,12,2,0,12,1678
Plainfield,-,1,316,116,6,4,1,0,3,446
Plainville,-,1,1108,827,41,5,3,0,15,1999
Plainville,-,2,1097,803,35,18,0,0,21,1974
Plainville,-,3,991,844,36,15,0,0,18,1904
Plymouth,-,1,1162,674,28,12,10,0,9,1895
Plymouth,-,2,1530,935,50,15,10,0,11,2551
Plymouth,-,3,1278,692,36,7,7,0,11,2031
Plymouth,-,4,1308,814,23,4,12,0,10,2171
Plymouth,-,5,1323,1059,41,16,10,0,13,2462
Plymouth,-,6,1431,874,40,13,10,0,10,2378
Plymouth,-,7,1312,1008,33,8,13,0,9,2383
Plymouth,-,8,1378,1118,40,17,16,0,9,2578
Plymouth,-,9,1061,962,50,6,11,0,9,2099
Plymouth,-,10,888,700,14,5,6,0,8,1621
Plymouth,-,11,1329,1086,29,10,9,0,17,2480
Plymouth,-,12,1562,1185,47,14,21,0,15,2844
Plymouth,-,13,1436,1099,26,9,11,0,11,2592
Plymouth,-,14,1236,1177,44,19,16,0,24,2516
Plymouth,-,15,3032,1769,59,11,30,0,42,4943
Plympton,-,1,962,912,31,12,1,0,16,1934
Princeton,-,1,1530,977,45,3,20,0,16,2591
Provincetown,-,1,2402,182,10,6,13,0,7,2620
Quincy,1,1,999,466,18,11,6,0,23,1523
Quincy,1,2,807,405,14,8,4,0,13,1251
Quincy,1,3,1119,446,14,16,11,0,8,1614
Quincy,1,4,1091,799,24,5,11,0,12,1942
Quincy,1,5,1114,833,26,8,13,0,25,2019
Quincy,2,1,1025,525,18,4,7,0,9,1588
Quincy,2,2,1016,365,9,12,10,0,9,1421
Quincy,2,3,484,189,11,3,1,0,6,694
Quincy,2,3A,159,83,1,0,0,0,1,244
Quincy,2,4,880,388,16,8,6,0,14,1312
Quincy,2,5,1089,496,26,7,4,0,11,1633
Quincy,3,1,1338,532,27,8,11,0,19,1935
Quincy,3,2,1056,371,19,7,10,0,13,1476
Quincy,3,3,756,293,7,4,2,0,15,1077
