city_town,ward,precinct,receiver,votes,office,district
N. Reading,-,4,Blanks,578,State Representative,Twentieth Middlesex
N. Reading,-,4,Total Votes Cast,2483,State Representative,Twentieth Middlesex
N. Reading,-,4,Bruce E. Tarr,1849,State Senate,First Essex and Middlesex
N. Reading,-,4,All Others,10,State Senate,First Essex and Middlesex
N. Reading,-,4,Blanks,624,State Senate,First Essex and Middlesex
N. Reading,-,4,Total Votes Cast,2483,State Senate,First Essex and Middlesex
Nahant,-,1,Sean Reid,1694,State Representative,Eleventh Essex
Nahant,-,1,All Others,44,State Representative,Eleventh Essex
Nahant,-,1,Blanks,614,State Representative,Eleventh Essex
Nahant,-,1,Total Votes Cast,2352,State Representative,Eleventh Essex
Nahant,-,1,Brendan Peter Crighton,1715,State Senate,Third Essex
Nahant,-,1,All Others,41,State Senate,Third Essex
Nahant,-,1,Blanks,596,State Senate,Third Essex
Nahant,-,1,Total Votes Cast,2352,State Senate,Third Essex
Nantucket,-,1,Thomas W. Moakley,5437,State Representative,"Barnstable, Dukes and Nantucket"
Nantucket,-,1,All Others,107,State Representative,"Barnstable, Dukes and Nantucket"
Nantucket,-,1,Blanks,1630,State Representative,"Barnstable, Dukes and Nantucket"
Nantucket,-,1,Total Votes Cast,7174,State Representative,"Barnstable, Dukes and Nantucket"
Nantucket,-,1,Julian Andre Cyr,4542,State Senate,Cape and Islands
Nantucket,-,1,Christopher Robert Lauzon,2066,State Senate,Cape and Islands
Nantucket,-,1,Joe Van Nes,180,State Senate,Cape and Islands
Nantucket,-,1,All Others,7,State Senate,Cape and Islands
Nantucket,-,1,Blanks,379,State Senate,Cape and Islands
Nantucket,-,1,Total Votes Cast,7174,State Senate,Cape and Islands
Natick,-,1,David Paul Linsky,1057,State Representative,Fifth Middlesex
Natick,-,1,All Others,9,State Representative,Fifth Middlesex
Natick,-,1,Blanks,284,State Representative,Fifth Middlesex
Natick,-,1,Total Votes Cast,1350,State Representative,Fifth Middlesex
Natick,-,1,Karen E. Spilka,1069,State Senate,Middlesex and Norfolk
Natick,-,1,All Others,6,State Senate,Middlesex and Norfolk
Natick,-,1,Blanks,275,State Senate,Middlesex and Norfolk
Natick,-,1,Total Votes Cast,1350,State Senate,Middlesex and Norfolk
Natick,-,10,David Paul Linsky,1934,State Representative,Fifth Middlesex
Natick,-,10,All Others,27,State Representative,Fifth Middlesex
Natick,-,10,Blanks,619,State Representative,Fifth Middlesex
Natick,-,10,Total Votes Cast,2580,State Representative,Fifth Middlesex
Natick,-,10,Karen E. Spilka,1927,State Senate,Middlesex and Norfolk
Natick,-,10,All Others,18,State Senate,Middlesex and Norfolk
Natick,-,10,Blanks,635,State Senate,Middlesex and Norfolk
Natick,-,10,Total Votes Cast,2580,State Senate,Middlesex and Norfolk
Natick,-,2,David Paul Linsky,1556,State Representative,Fifth Middlesex
Natick,-,2,All Others,10,State Representative,Fifth Middlesex
Natick,-,2,Blanks,495,State Representative,Fifth Middlesex
Natick,-,2,Total Votes Cast,2061,State Representative,Fifth Middlesex
Natick,-,2,Karen E. Spilka,1574,State Senate,Middlesex and Norfolk
Natick,-,2,All Others,13,State Senate,Middlesex and Norfolk
Natick,-,2,Blanks,474,State Senate,Middlesex and Norfolk
Natick,-,2,Total Votes Cast,2061,State Senate,Middlesex and Norfolk
Natick,-,3,David Paul Linsky,1572,State Representative,Fifth Middlesex
Natick,-,3,All Others,16,State Representative,Fifth Middlesex
Natick,-,3,Blanks,516,State Representative,Fifth Middlesex
Natick,-,3,Total Votes Cast,2104,State Representative,Fifth Middlesex
Natick,-,3,Karen E. Spilka,1572,State Senate,Middlesex and Norfolk
Natick,-,3,All Others,17,State Senate,Middlesex and Norfolk
Natick,-,3,Blanks,515,State Senate,Middlesex and Norfolk
Natick,-,3,Total Votes Cast,2104,State Senate,Middlesex and Norfolk
Natick,-,4,David Paul Linsky,1514,State Representative,Fifth Middlesex
Natick,-,4,All Others,12,State Representative,Fifth Middlesex
Natick,-,4,Blanks,459,State Representative,Fifth Middlesex
Natick,-,4,Total Votes Cast,1985,State Representative,Fifth Middlesex
Natick,-,4,Karen E. Spilka,1539,State Senate,Middlesex and Norfolk
Natick,-,4,All Others,9,State Senate,Middlesex and Norfolk
Natick,-,4,Blanks,437,State Senate,Middlesex and Norfolk
Natick,-,4,Total Votes Cast,1985,State Senate,Middlesex and Norfolk
Natick,-,5,David Paul Linsky,1601,State Representative,Fifth Middlesex
Natick,-,5,All Others,18,State Representative,Fifth Middlesex
Natick,-,5,Blanks,500,State Representative,Fifth Middlesex
Natick,-,5,Total Votes Cast,2119,State Representative,Fifth Middlesex
Natick,-,5,Karen E. Spilka,1568,State Senate,Middlesex and Norfolk
Natick,-,5,All Others,18,State Senate,Middlesex and Norfolk
Natick,-,5,Blanks,533,State Senate,Middlesex and Norfolk
Natick,-,5,Total Votes Cast,2119,State Senate,Middlesex and Norfolk
Natick,-,6,David Paul Linsky,1509,State Representative,Fifth Middlesex
Natick,-,6,All Others,13,State Representative,Fifth Middlesex
Natick,-,6,Blanks,487,State Representative,Fifth Middlesex
Natick,-,6,Total Votes Cast,2009,State Representative,Fifth Middlesex
Natick,-,6,Karen E. Spilka,1490,State Senate,Middlesex and Norfolk
Natick,-,6,All Others,14,State Senate,Middlesex and Norfolk
Natick,-,6,Blanks,505,State Senate,Middlesex and Norfolk
Natick,-,6,Total Votes Cast,2009,State Senate,Middlesex and Norfolk
Natick,-,7,David Paul Linsky,1888,State Representative,Fifth Middlesex
Natick,-,7,All Others,12,State Representative,Fifth Middlesex
Natick,-,7,Blanks,523,State Representative,Fifth Middlesex
Natick,-,7,Total Votes Cast,2423,State Representative,Fifth Middlesex
Natick,-,7,Karen E. Spilka,1890,State Senate,Middlesex and Norfolk
Natick,-,7,All Others,11,State Senate,Middlesex and Norfolk
Natick,-,7,Blanks,522,State Senate,Middlesex and Norfolk
Natick,-,7,Total Votes Cast,2423,State Senate,Middlesex and Norfolk
Natick,-,8,David Paul Linsky,1698,State Representative,Fifth Middlesex
Natick,-,8,All Others,21,State Representative,Fifth Middlesex
Natick,-,8,Blanks,534,State Representative,Fifth Middlesex
Natick,-,8,Total Votes Cast,2253,State Representative,Fifth Middlesex
Natick,-,8,Karen E. Spilka,1710,State Senate,Middlesex and Norfolk
Natick,-,8,All Others,10,State Senate,Middlesex and Norfolk
Natick,-,8,Blanks,533,State Senate,Middlesex and Norfolk
Natick,-,8,Total Votes Cast,2253,State Senate,Middlesex and Norfolk
Natick,-,9,David Paul Linsky,1759,State Representative,Fifth Middlesex
Natick,-,9,All Others,12,State Representative,Fifth Middlesex
Natick,-,9,Blanks,493,State Representative,Fifth Middlesex
Natick,-,9,Total Votes Cast,2264,State Representative,Fifth Middlesex
Natick,-,9,Karen E. Spilka,1757,State Senate,Middlesex and Norfolk
Natick,-,9,All Others,12,State Senate,Middlesex and Norfolk
Natick,-,9,Blanks,495,State Senate,Middlesex and Norfolk
Natick,-,9,Total Votes Cast,2264,State Senate,Middlesex and Norfolk
Needham,-,A,Joshua Tarsky,989,State Representative,Thirteenth Norfolk
Needham,-,A,William R. Dermody,498,State Representative,Thirteenth Norfolk
Needham,-,A,All Others,13,State Representative,Thirteenth Norfolk
Needham,-,A,Blanks,230,State Representative,Thirteenth Norfolk
Needham,-,A,Total Votes Cast,1730,State Representative,Thirteenth Norfolk
Needham,-,A,Rebecca L. Rausch,1167,State Senate,"Norfolk, Worcester & Middlesex"
Needham,-,A,Dashe M. Videira,416,State Senate,"Norfolk, Worcester & Middlesex"
Needham,-,A,All Others,9,State Senate,"Norfolk, Worcester & Middlesex"
Needham,-,A,Blanks,138,State Senate,"Norfolk, Worcester & Middlesex"
Needham,-,A,Total Votes Cast,1730,State Senate,"Norfolk, Worcester & Middlesex"
Needham,-,B,Joshua Tarsky,1112,State Representative,Thirteenth Norfolk
Needham,-,B,William R. Dermody,686,State Representative,Thirteenth Norfolk
Needham,-,B,All Others,6,State Representative,Thirteenth Norfolk
Needham,-,B,Blanks,193,State Representative,Thirteenth Norfolk
Needham,-,B,Total Votes Cast,1997,State Representative,Thirteenth Norfolk
Needham,-,B,Rebecca L. Rausch,1376,State Senate,"Norfolk, Worcester & Middlesex"
Needham,-,B,Dashe M. Videira,473,State Senate,"Norfolk, Worcester & Middlesex"
Needham,-,B,All Others,6,State Senate,"Norfolk, Worcester & Middlesex"
Needham,-,B,Blanks,142,State Senate,"Norfolk, Worcester & Middlesex"
Needham,-,B,Total Votes Cast,1997,State Senate,"Norfolk, Worcester & Middlesex"
Needham,-,C,Joshua Tarsky,1036,State Representative,Thirteenth Norfolk
Needham,-,C,William R. Dermody,667,State Representative,Thirteenth Norfolk
Needham,-,C,All Others,6,State Representative,Thirteenth Norfolk
Needham,-,C,Blanks,166,State Representative,Thirteenth Norfolk
Needham,-,C,Total Votes Cast,1875,State Representative,Thirteenth Norfolk
Needham,-,C,Rebecca L. Rausch,1292,State Senate,"Norfolk, Worcester & Middlesex"
Needham,-,C,Dashe M. Videira,443,State Senate,"Norfolk, Worcester & Middlesex"
Needham,-,C,All Others,3,State Senate,"Norfolk, Worcester & Middlesex"
Needham,-,C,Blanks,137,State Senate,"Norfolk, Worcester & Middlesex"
Needham,-,C,Total Votes Cast,1875,State Senate,"Norfolk, Worcester & Middlesex"
Needham,-,D,Joshua Tarsky,1055,State Representative,Thirteenth Norfolk
Needham,-,D,William R. Dermody,623,State Representative,Thirteenth Norfolk
Needham,-,D,All Others,6,State Representative,Thirteenth Norfolk
Needham,-,D,Blanks,192,State Representative,Thirteenth Norfolk
Needham,-,D,Total Votes Cast,1876,State Representative,Thirteenth Norfolk
Needham,-,D,Rebecca L. Rausch,1302,State Senate,"Norfolk, Worcester & Middlesex"
Needham,-,D,Dashe M. Videira,419,State Senate,"Norfolk, Worcester & Middlesex"
Needham,-,D,All Others,7,State Senate,"Norfolk, Worcester & Middlesex"
Needham,-,D,Blanks,148,State Senate,"Norfolk, Worcester & Middlesex"
Needham,-,D,Total Votes Cast,1876,State Senate,"Norfolk, Worcester & Middlesex"
Needham,-,E,Joshua Tarsky,1107,State Representative,Thirteenth Norfolk
Needham,-,E,William R. Dermody,741,State Representative,Thirteenth Norfolk
Needham,-,E,All Others,9,State Representative,Thirteenth Norfolk
Needham,-,E,Blanks,159,State Representative,Thirteenth Norfolk
Needham,-,E,Total Votes Cast,2016,State Representative,Thirteenth Norfolk
Needham,-,E,Rebecca L. Rausch,1390,State Senate,"Norfolk, Worcester & Middlesex"
Needham,-,E,Dashe M. Videira,446,State Senate,"Norfolk, Worcester & Middlesex"
Needham,-,E,All Others,6,State Senate,"Norfolk, Worcester & Middlesex"
Needham,-,E,Blanks,174,State Senate,"Norfolk, Worcester & Middlesex"
Needham,-,E,Total Votes Cast,2016,State Senate,"Norfolk, Worcester & Middlesex"
Needham,-,F,Joshua Tarsky,1057,State Representative,Thirteenth Norfolk
Needham,-,F,William R. Dermody,702,State Representative,Thirteenth Norfolk
Needham,-,F,All Others,2,State Representative,Thirteenth Norfolk
Needham,-,F,Blanks,173,State Representative,Thirteenth Norfolk
Needham,-,F,Total Votes Cast,1934,State Representative,Thirteenth Norfolk
Needham,-,F,Rebecca L. Rausch,1383,State Senate,"Norfolk, Worcester & Middlesex"
Needham,-,F,Dashe M. Videira,409,State Senate,"Norfolk, Worcester & Middlesex"
Needham,-,F,All Others,2,State Senate,"Norfolk, Worcester & Middlesex"
Needham,-,F,Blanks,140,State Senate,"Norfolk, Worcester & Middlesex"
Needham,-,F,Total Votes Cast,1934,State Senate,"Norfolk, Worcester & Middlesex"
Needham,-,G,Joshua Tarsky,1042,State Representative,Thirteenth Norfolk
Needham,-,G,William R. Dermody,848,State Representative,Thirteenth Norfolk
Needham,-,G,All Others,9,State Representative,Thirteenth Norfolk
Needham,-,G,Blanks,123,State Representative,Thirteenth Norfolk
Needham,-,G,Total Votes Cast,2022,State Representative,Thirteenth Norfolk
Needham,-,G,Rebecca L. Rausch,1398,State Senate,"Norfolk, Worcester & Middlesex"
Needham,-,G,Dashe M. Videira,471,State Senate,"Norfolk, Worcester & Middlesex"
Needham,-,G,All Others,6,State Senate,"Norfolk, Worcester & Middlesex"
Needham,-,G,Blanks,147,State Senate,"Norfolk, Worcester & Middlesex"
Needham,-,G,Total Votes Cast,2022,State Senate,"Norfolk, Worcester & Middlesex"
Needham,-,H,Joshua Tarsky,1211,State Representative,Thirteenth Norfolk
Needham,-,H,William R. Dermody,718,State Representative,Thirteenth Norfolk
Needham,-,H,All Others,10,State Representative,Thirteenth Norfolk
Needham,-,H,Blanks,192,State Representative,Thirteenth Norfolk
Needham,-,H,Total Votes Cast,2131,State Representative,Thirteenth Norfolk
Needham,-,H,Rebecca L. Rausch,1483,State Senate,"Norfolk, Worcester & Middlesex"
Needham,-,H,Dashe M. Videira,477,State Senate,"Norfolk, Worcester & Middlesex"
Needham,-,H,All Others,5,State Senate,"Norfolk, Worcester & Middlesex"
Needham,-,H,Blanks,166,State Senate,"Norfolk, Worcester & Middlesex"
Needham,-,H,Total Votes Cast,2131,State Senate,"Norfolk, Worcester & Middlesex"
Needham,-,I,Joshua Tarsky,1171,State Representative,Thirteenth Norfolk
Needham,-,I,William R. Dermody,799,State Representative,Thirteenth Norfolk
Needham,-,I,All Others,6,State Representative,Thirteenth Norfolk
Needham,-,I,Blanks,169,State Representative,Thirteenth Norfolk
Needham,-,I,Total Votes Cast,2145,State Representative,Thirteenth Norfolk
Needham,-,I,Rebecca L. Rausch,1583,State Senate,"Norfolk, Worcester & Middlesex"
Needham,-,I,Dashe M. Videira,420,State Senate,"Norfolk, Worcester & Middlesex"
Needham,-,I,All Others,6,State Senate,"Norfolk, Worcester & Middlesex"
Needham,-,I,Blanks,136,State Senate,"Norfolk, Worcester & Middlesex"
Needham,-,I,Total Votes Cast,2145,State Senate,"Norfolk, Worcester & Middlesex"
Needham,-,J,Joshua Tarsky,1069,State Representative,Thirteenth Norfolk
Needham,-,J,William R. Dermody,707,State Representative,Thirteenth Norfolk
Needham,-,J,All Others,7,State Representative,Thirteenth Norfolk
Needham,-,J,Blanks,197,State Representative,Thirteenth Norfolk
Needham,-,J,Total Votes Cast,1980,State Representative,Thirteenth Norfolk
Needham,-,J,Rebecca L. Rausch,1380,State Senate,"Norfolk, Worcester & Middlesex"
Needham,-,J,Dashe M. Videira,437,State Senate,"Norfolk, Worcester & Middlesex"
Needham,-,J,All Others,6,State Senate,"Norfolk, Worcester & Middlesex"
Needham,-,J,Blanks,157,State Senate,"Norfolk, Worcester & Middlesex"
Needham,-,J,Total Votes Cast,1980,State Senate,"Norfolk, Worcester & Middlesex"
New Ashford,-,1,"John P. Barrett, III",134,State Representative,First Berkshire
New Ashford,-,1,All Others,0,State Representative,First Berkshire
New Ashford,-,1,Blanks,30,State Representative,First Berkshire
New Ashford,-,1,Total Votes Cast,164,State Representative,First Berkshire
New Ashford,-,1,Paul W. Mark,99,State Senate,"Berkshire, Hampden, Franklin & Hampshire"
New Ashford,-,1,David A. Rosa,59,State Senate,"Berkshire, Hampden, Franklin & Hampshire"
New Ashford,-,1,All Others,0,State Senate,"Berkshire, Hampden, Franklin & Hampshire"
New Ashford,-,1,Blanks,6,State Senate,"Berkshire, Hampden, Franklin & Hampshire"
New Ashford,-,1,Total Votes Cast,164,State Senate,"Berkshire, Hampden, Franklin & Hampshire"
New Bedford,1,A,Mark David Sylvia,559,State Representative,Tenth Bristol
New Bedford,1,A,Joseph M. Pires,555,State Representative,Tenth Bristol
New Bedford,1,A,All Others,1,State Representative,Tenth Bristol
New Bedford,1,A,Blanks,68,State Representative,Tenth Bristol
New Bedford,1,A,Total Votes Cast,1183,State Representative,Tenth Bristol
New Bedford,1,A,Mark C. Montigny,902,State Senate,Second Bristol and Plymouth
New Bedford,1,A,All Others,28,State Senate,Second Bristol and Plymouth
New Bedford,1,A,Blanks,253,State Senate,Second Bristol and Plymouth
New Bedford,1,A,Total Votes Cast,1183,State Senate,Second Bristol and Plymouth
New Bedford,1,A1,Christopher Hendricks,87,State Representative,Eleventh Bristol
New Bedford,1,A1,All Others,2,State Representative,Eleventh Bristol
New Bedford,1,A1,Blanks,34,State Representative,Eleventh Bristol
New Bedford,1,A1,Total Votes Cast,123,State Representative,Eleventh Bristol
New Bedford,1,A1,Mark C. Montigny,91,State Senate,Second Bristol and Plymouth
New Bedford,1,A1,All Others,1,State Senate,Second Bristol and Plymouth
New Bedford,1,A1,Blanks,31,State Senate,Second Bristol and Plymouth
New Bedford,1,A1,Total Votes Cast,123,State Senate,Second Bristol and Plymouth
New Bedford,1,B,Mark David Sylvia,646,State Representative,Tenth Bristol
New Bedford,1,B,Joseph M. Pires,653,State Representative,Tenth Bristol
New Bedford,1,B,All Others,3,State Representative,Tenth Bristol
New Bedford,1,B,Blanks,90,State Representative,Tenth Bristol
New Bedford,1,B,Total Votes Cast,1392,State Representative,Tenth Bristol
New Bedford,1,B,Mark C. Montigny,1026,State Senate,Second Bristol and Plymouth
New Bedford,1,B,All Others,34,State Senate,Second Bristol and Plymouth
New Bedford,1,B,Blanks,332,State Senate,Second Bristol and Plymouth
New Bedford,1,B,Total Votes Cast,1392,State Senate,Second Bristol and Plymouth
New Bedford,1,B1,Steven J. Ouellette,32,State Representative,Eighth Bristol
New Bedford,1,B1,Christopher Thrasher,24,State Representative,Eighth Bristol
New Bedford,1,B1,Jesse St. W. Gelais,28,State Representative,Eighth Bristol
New Bedford,1,B1,"Manuel Soares, Jr",6,State Representative,Eighth Bristol
New Bedford,1,B1,Laura A. Hadley,5,State Representative,Eighth Bristol
New Bedford,1,B1,All Others,1,State Representative,Eighth Bristol
New Bedford,1,B1,Blanks,8,State Representative,Eighth Bristol
New Bedford,1,B1,Total Votes Cast,104,State Representative,Eighth Bristol
New Bedford,1,B1,Mark C. Montigny,79,State Senate,Second Bristol and Plymouth
New Bedford,1,B1,All Others,6,State Senate,Second Bristol and Plymouth
New Bedford,1,B1,Blanks,19,State Senate,Second Bristol and Plymouth
New Bedford,1,B1,Total Votes Cast,104,State Senate,Second Bristol and Plymouth
New Bedford,1,C,Steven J. Ouellette,288,State Representative,Eighth Bristol
New Bedford,1,C,Christopher Thrasher,245,State Representative,Eighth Bristol
New Bedford,1,C,Jesse St. W. Gelais,248,State Representative,Eighth Bristol
New Bedford,1,C,"Manuel Soares, Jr",37,State Representative,Eighth Bristol
New Bedford,1,C,Laura A. Hadley,51,State Representative,Eighth Bristol
New Bedford,1,C,All Others,5,State Representative,Eighth Bristol
New Bedford,1,C,Blanks,76,State Representative,Eighth Bristol
New Bedford,1,C,Total Votes Cast,950,State Representative,Eighth Bristol
New Bedford,1,C,Mark C. Montigny,713,State Senate,Second Bristol and Plymouth
New Bedford,1,C,All Others,16,State Senate,Second Bristol and Plymouth
New Bedford,1,C,Blanks,221,State Senate,Second Bristol and Plymouth
New Bedford,1,C,Total Votes Cast,950,State Senate,Second Bristol and Plymouth
New Bedford,1,C1,Mark David Sylvia,92,State Representative,Tenth Bristol
New Bedford,1,C1,Joseph M. Pires,85,State Representative,Tenth Bristol
New Bedford,1,C1,All Others,2,State Representative,Tenth Bristol
New Bedford,1,C1,Blanks,11,State Representative,Tenth Bristol
New Bedford,1,C1,Total Votes Cast,190,State Representative,Tenth Bristol
New Bedford,1,C1,Mark C. Montigny,149,State Senate,Second Bristol and Plymouth
New Bedford,1,C1,All Others,6,State Senate,Second Bristol and Plymouth
New Bedford,1,C1,Blanks,35,State Senate,Second Bristol and Plymouth
New Bedford,1,C1,Total Votes Cast,190,State Senate,Second Bristol and Plymouth
New Bedford,1,D,Christopher M. Markey,1158,State Representative,Ninth Bristol
New Bedford,1,D,All Others,26,State Representative,Ninth Bristol
New Bedford,1,D,Blanks,409,State Representative,Ninth Bristol
New Bedford,1,D,Total Votes Cast,1593,State Representative,Ninth Bristol
New Bedford,1,D,Mark C. Montigny,1196,State Senate,Second Bristol and Plymouth
New Bedford,1,D,All Others,40,State Senate,Second Bristol and Plymouth
New Bedford,1,D,Blanks,357,State Senate,Second Bristol and Plymouth
New Bedford,1,D,Total Votes Cast,1593,State Senate,Second Bristol and Plymouth
New Bedford,1,E,Christopher M. Markey,1049,State Representative,Ninth Bristol
New Bedford,1,E,All Others,21,State Representative,Ninth Bristol
New Bedford,1,E,Blanks,313,State Representative,Ninth Bristol
New Bedford,1,E,Total Votes Cast,1383,State Representative,Ninth Bristol
New Bedford,1,E,Mark C. Montigny,1075,State Senate,Second Bristol and Plymouth
New Bedford,1,E,All Others,18,State Senate,Second Bristol and Plymouth
New Bedford,1,E,Blanks,290,State Senate,Second Bristol and Plymouth
New Bedford,1,E,Total Votes Cast,1383,State Senate,Second Bristol and Plymouth
New Bedford,1,F,Christopher M. Markey,1025,State Representative,Ninth Bristol
New Bedford,1,F,All Others,45,State Representative,Ninth Bristol
New Bedford,1,F,Blanks,357,State Representative,Ninth Bristol
New Bedford,1,F,Total Votes Cast,1427,State Representative,Ninth Bristol
New Bedford,1,F,Mark C. Montigny,1065,State Senate,Second Bristol and Plymouth
New Bedford,1,F,All Others,44,State Senate,Second Bristol and Plymouth
New Bedford,1,F,Blanks,318,State Senate,Second Bristol and Plymouth
New Bedford,1,F,Total Votes Cast,1427,State Senate,Second Bristol and Plymouth
New Bedford,2,A,Christopher Hendricks,232,State Representative,Eleventh Bristol
New Bedford,2,A,All Others,11,State Representative,Eleventh Bristol
New Bedford,2,A,Blanks,72,State Representative,Eleventh Bristol
New Bedford,2,A,Total Votes Cast,315,State Representative,Eleventh Bristol
New Bedford,2,A,Mark C. Montigny,234,State Senate,Second Bristol and Plymouth
New Bedford,2,A,All Others,11,State Senate,Second Bristol and Plymouth
New Bedford,2,A,Blanks,70,State Senate,Second Bristol and Plymouth
New Bedford,2,A,Total Votes Cast,315,State Senate,Second Bristol and Plymouth
New Bedford,2,B,Christopher Hendricks,363,State Representative,Eleventh Bristol
New Bedford,2,B,All Others,21,State Representative,Eleventh Bristol
New Bedford,2,B,Blanks,118,State Representative,Eleventh Bristol
New Bedford,2,B,Total Votes Cast,502,State Representative,Eleventh Bristol
New Bedford,2,B,Mark C. Montigny,371,State Senate,Second Bristol and Plymouth
New Bedford,2,B,All Others,24,State Senate,Second Bristol and Plymouth
New Bedford,2,B,Blanks,107,State Senate,Second Bristol and Plymouth
New Bedford,2,B,Total Votes Cast,502,State Senate,Second Bristol and Plymouth
New Bedford,2,C,Christopher Hendricks,434,State Representative,Eleventh Bristol
New Bedford,2,C,All Others,19,State Representative,Eleventh Bristol
New Bedford,2,C,Blanks,140,State Representative,Eleventh Bristol
New Bedford,2,C,Total Votes Cast,593,State Representative,Eleventh Bristol
New Bedford,2,C,Mark C. Montigny,453,State Senate,Second Bristol and Plymouth
New Bedford,2,C,All Others,14,State Senate,Second Bristol and Plymouth
New Bedford,2,C,Blanks,126,State Senate,Second Bristol and Plymouth
New Bedford,2,C,Total Votes Cast,593,State Senate,Second Bristol and Plymouth
New Bedford,2,D,Christopher Hendricks,756,State Representative,Eleventh Bristol
New Bedford,2,D,All Others,27,State Representative,Eleventh Bristol
New Bedford,2,D,Blanks,229,State Representative,Eleventh Bristol
New Bedford,2,D,Total Votes Cast,1012,State Representative,Eleventh Bristol
New Bedford,2,D,Mark C. Montigny,794,State Senate,Second Bristol and Plymouth
New Bedford,2,D,All Others,28,State Senate,Second Bristol and Plymouth
New Bedford,2,D,Blanks,190,State Senate,Second Bristol and Plymouth
New Bedford,2,D,Total Votes Cast,1012,State Senate,Second Bristol and Plymouth
New Bedford,2,E,Christopher Hendricks,901,State Representative,Eleventh Bristol
New Bedford,2,E,All Others,28,State Representative,Eleventh Bristol
New Bedford,2,E,Blanks,305,State Representative,Eleventh Bristol
New Bedford,2,E,Total Votes Cast,1234,State Representative,Eleventh Bristol
New Bedford,2,E,Mark C. Montigny,933,State Senate,Second Bristol and Plymouth
New Bedford,2,E,All Others,30,State Senate,Second Bristol and Plymouth
New Bedford,2,E,Blanks,271,State Senate,Second Bristol and Plymouth
New Bedford,2,E,Total Votes Cast,1234,State Senate,Second Bristol and Plymouth
New Bedford,2,F,Christopher Hendricks,709,State Representative,Eleventh Bristol
New Bedford,2,F,All Others,11,State Representative,Eleventh Bristol
New Bedford,2,F,Blanks,188,State Representative,Eleventh Bristol
New Bedford,2,F,Total Votes Cast,908,State Representative,Eleventh Bristol
New Bedford,2,F,Mark C. Montigny,729,State Senate,Second Bristol and Plymouth
New Bedford,2,F,All Others,16,State Senate,Second Bristol and Plymouth
New Bedford,2,F,Blanks,163,State Senate,Second Bristol and Plymouth
New Bedford,2,F,Total Votes Cast,908,State Senate,Second Bristol and Plymouth
New Bedford,3,A,Christopher Hendricks,477,State Representative,Eleventh Bristol
New Bedford,3,A,All Others,16,State Representative,Eleventh Bristol
New Bedford,3,A,Blanks,91,State Representative,Eleventh Bristol
New Bedford,3,A,Total Votes Cast,584,State Representative,Eleventh Bristol
New Bedford,3,A,Mark C. Montigny,478,State Senate,Second Bristol and Plymouth
New Bedford,3,A,All Others,18,State Senate,Second Bristol and Plymouth
New Bedford,3,A,Blanks,88,State Senate,Second Bristol and Plymouth
New Bedford,3,A,Total Votes Cast,584,State Senate,Second Bristol and Plymouth
New Bedford,3,B,Christopher Hendricks,481,State Representative,Eleventh Bristol
New Bedford,3,B,All Others,9,State Representative,Eleventh Bristol
New Bedford,3,B,Blanks,126,State Representative,Eleventh Bristol
New Bedford,3,B,Total Votes Cast,616,State Representative,Eleventh Bristol
New Bedford,3,B,Mark C. Montigny,490,State Senate,Second Bristol and Plymouth
New Bedford,3,B,All Others,10,State Senate,Second Bristol and Plymouth
New Bedford,3,B,Blanks,116,State Senate,Second Bristol and Plymouth
New Bedford,3,B,Total Votes Cast,616,State Senate,Second Bristol and Plymouth
New Bedford,3,C,Christopher Hendricks,376,State Representative,Eleventh Bristol
New Bedford,3,C,All Others,17,State Representative,Eleventh Bristol
New Bedford,3,C,Blanks,108,State Representative,Eleventh Bristol
New Bedford,3,C,Total Votes Cast,501,State Representative,Eleventh Bristol
New Bedford,3,C,Mark C. Montigny,383,State Senate,Second Bristol and Plymouth
New Bedford,3,C,All Others,20,State Senate,Second Bristol and Plymouth
New Bedford,3,C,Blanks,98,State Senate,Second Bristol and Plymouth
New Bedford,3,C,Total Votes Cast,501,State Senate,Second Bristol and Plymouth
New Bedford,3,D,Christopher Hendricks,552,State Representative,Eleventh Bristol
New Bedford,3,D,All Others,24,State Representative,Eleventh Bristol
New Bedford,3,D,Blanks,199,State Representative,Eleventh Bristol
New Bedford,3,D,Total Votes Cast,775,State Representative,Eleventh Bristol
New Bedford,3,D,Mark C. Montigny,575,State Senate,Second Bristol and Plymouth
New Bedford,3,D,All Others,25,State Senate,Second Bristol and Plymouth
New Bedford,3,D,Blanks,175,State Senate,Second Bristol and Plymouth
New Bedford,3,D,Total Votes Cast,775,State Senate,Second Bristol and Plymouth
New Bedford,3,E,Antonio d. F. Cabral,849,State Representative,Thirteenth Bristol
New Bedford,3,E,All Others,27,State Representative,Thirteenth Bristol
New Bedford,3,E,Blanks,226,State Representative,Thirteenth Bristol
New Bedford,3,E,Total Votes Cast,1102,State Representative,Thirteenth Bristol
New Bedford,3,E,Mark C. Montigny,867,State Senate,Second Bristol and Plymouth
New Bedford,3,E,All Others,23,State Senate,Second Bristol and Plymouth
New Bedford,3,E,Blanks,212,State Senate,Second Bristol and Plymouth
New Bedford,3,E,Total Votes Cast,1102,State Senate,Second Bristol and Plymouth
New Bedford,3,F,Antonio d. F. Cabral,685,State Representative,Thirteenth Bristol
New Bedford,3,F,All Others,16,State Representative,Thirteenth Bristol
New Bedford,3,F,Blanks,235,State Representative,Thirteenth Bristol
